date,food_item,food_category,quantity_prepared,quantity_sold,quantity_wasted,day_of_week,is_weekend,weather,temperature,special_event,customer_count,month,unit_cost,total_cost,waste_cost
2025-05-20,Tomato Soup,soups,21.87,14.57,7.45,Tuesday,0,sunny,14.2,none,173,5,5.6,122.57,41.74
2025-05-21,Grilled Chicken,mains,41.19,33.32,7.15,Wednesday,0,stormy,12.0,none,116,5,7.22,297.37,51.65
2025-05-21,Paneer,mains,33.06,27.97,5.03,Wednesday,0,stormy,12.0,none,116,5,13.81,456.43,69.48
2025-05-21,Pasta ,mains,32.9,22.95,9.64,Wednesday,0,stormy,12.0,none,116,5,13.48,443.63,130.0
2025-05-21,Margherita Pizza,mains,45.06,31.16,14.58,Wednesday,0,stormy,12.0,none,116,5,6.21,279.87,90.56
2025-05-21,Chocolate Cake,desserts,20.11,15.04,4.57,Wednesday,0,stormy,12.0,none,116,5,4.75,95.61,21.74
2025-05-21,Cake,desserts,22.7,18.58,4.39,Wednesday,0,stormy,12.0,none,116,5,7.29,165.56,31.99
2025-05-21,French Fries,sides,25.14,18.88,6.74,Wednesday,0,stormy,12.0,none,116,5,6.21,156.25,41.85
2025-05-21,Garlic Bread,sides,29.5,21.37,8.66,Wednesday,0,stormy,12.0,none,116,5,14.59,430.4,126.29
2025-05-21,Corn Soup,soups,11.23,10.3,0.86,Wednesday,0,stormy,12.0,none,116,5,9.5,106.7,8.18
2025-05-21,Burger,mains,50.72,34.16,16.11,Wednesday,0,stormy,12.0,none,116,5,3.82,193.94,61.59
2025-05-21,Fish,mains,58.05,48.94,9.24,Wednesday,0,stormy,12.0,none,116,5,14.55,844.52,134.51
2025-05-21,Salad,salads,19.33,14.07,4.9,Wednesday,0,stormy,12.0,none,116,5,3.37,65.19,16.54
2025-05-21,Ice Cream,desserts,26.25,18.79,8.06,Wednesday,0,stormy,12.0,none,116,5,10.23,268.58,82.48
2025-05-21,Onion Rings,sides,35.97,26.38,8.78,Wednesday,0,stormy,12.0,none,116,5,7.68,276.22,67.43
2025-05-21,Tomato Soup,soups,10.94,10.17,0.76,Wednesday,0,stormy,12.0,none,116,5,4.78,52.25,3.62
2025-05-22,Grilled Chicken,mains,65.58,48.98,17.7,Thursday,0,cloudy,7.1,none,180,5,14.87,975.01,263.09
2025-05-22,Paneer,mains,54.73,44.64,10.53,Thursday,0,cloudy,7.1,none,180,5,4.88,267.01,51.38
2025-05-22,Pasta ,mains,57.99,46.62,10.48,Thursday,0,cloudy,7.1,none,180,5,9.69,561.77,101.58
2025-05-22,Margherita Pizza,mains,80.3,60.66,18.56,Thursday,0,cloudy,7.1,none,180,5,11.18,897.61,207.51
2025-05-22,Chocolate Cake,desserts,27.66,19.03,8.2,Thursday,0,cloudy,7.1,none,180,5,8.31,229.76,68.14
2025-05-22,Cake,desserts,28.0,21.14,6.35,Thursday,0,cloudy,7.1,none,180,5,14.22,398.14,90.32
2025-05-22,French Fries,sides,50.19,36.07,14.55,Thursday,0,cloudy,7.1,none,180,5,14.09,707.21,205.07
2025-05-22,Garlic Bread,sides,39.03,26.24,11.52,Thursday,0,cloudy,7.1,none,180,5,11.47,447.45,132.08
2025-05-22,Corn Soup,soups,19.63,15.21,3.99,Thursday,0,cloudy,7.1,none,180,5,12.25,240.45,48.81
2025-05-22,Burger,mains,58.24,46.23,12.75,Thursday,0,cloudy,7.1,none,180,5,6.03,351.47,76.94
2025-05-22,Fish,mains,64.02,54.36,9.01,Thursday,0,cloudy,7.1,none,180,5,11.38,728.69,102.54
2025-05-22,Salad,salads,33.04,22.87,11.01,Thursday,0,cloudy,7.1,none,180,5,10.6,350.23,116.72
2025-05-22,Ice Cream,desserts,41.18,28.18,13.96,Thursday,0,cloudy,7.1,none,180,5,11.62,478.66,162.21
2025-05-22,Onion Rings,sides,54.94,38.75,17.19,Thursday,0,cloudy,7.1,none,180,5,13.75,755.22,236.34
2025-05-22,Tomato Soup,soups,19.08,14.19,4.5,Thursday,0,cloudy,7.1,none,180,5,13.54,258.41,60.96
2025-05-23,Grilled Chicken,mains,84.09,62.13,24.15,Friday,0,sunny,24.7,none,175,5,8.07,678.75,194.9
2025-05-23,Paneer,mains,57.87,41.47,16.02,Friday,0,sunny,24.7,none,175,5,13.29,768.89,212.89
2025-05-23,Pasta ,mains,74.23,61.73,11.73,Friday,0,sunny,24.7,none,175,5,3.02,224.28,35.45
2025-05-23,Margherita Pizza,mains,50.3,37.24,14.33,Friday,0,sunny,24.7,none,175,5,8.1,407.34,116.05
2025-05-23,Chocolate Cake,desserts,28.09,23.81,4.16,Friday,0,sunny,24.7,none,175,5,11.83,332.28,49.23
2025-05-23,Cake,desserts,39.47,29.08,9.8,Friday,0,sunny,24.7,none,175,5,4.47,176.5,43.81
2025-05-23,French Fries,sides,56.18,41.45,14.82,Friday,0,sunny,24.7,none,175,5,7.31,410.44,108.3
2025-05-23,Garlic Bread,sides,47.26,38.17,9.82,Friday,0,sunny,24.7,none,175,5,8.61,406.81,84.53
2025-05-23,Corn Soup,soups,21.44,15.6,5.58,Friday,0,sunny,24.7,none,175,5,12.87,275.87,71.74
2025-05-23,Burger,mains,58.27,42.28,17.02,Friday,0,sunny,24.7,none,175,5,8.8,512.72,149.77
2025-05-23,Fish,mains,64.38,46.29,17.6,Friday,0,sunny,24.7,none,175,5,12.53,806.52,220.52
2025-05-23,Salad,salads,28.01,24.25,3.54,Friday,0,sunny,24.7,none,175,5,4.86,135.97,17.2
2025-05-23,Ice Cream,desserts,30.25,20.26,10.18,Friday,0,sunny,24.7,none,175,5,8.39,253.84,85.4
2025-05-23,Onion Rings,sides,55.03,40.25,14.6,Friday,0,sunny,24.7,none,175,5,10.64,585.72,155.39
2025-05-23,Tomato Soup,soups,20.83,16.05,4.81,Friday,0,sunny,24.7,none,175,5,11.65,242.67,55.98
2025-05-24,Grilled Chicken,mains,66.43,45.17,19.68,Saturday,1,rainy,10.8,none,204,5,5.22,346.76,102.73
2025-05-24,Paneer,mains,70.22,59.59,10.18,Saturday,1,rainy,10.8,none,204,5,10.06,706.25,102.43
2025-05-24,Pasta ,mains,77.15,56.9,20.6,Saturday,1,rainy,10.8,none,204,5,12.99,1002.54,267.64
2025-05-24,Margherita Pizza,mains,73.12,49.98,24.7,Saturday,1,rainy,10.8,none,204,5,8.15,596.33,201.47
2025-05-24,Chocolate Cake,desserts,40.19,32.88,6.82,Saturday,1,rainy,10.8,none,204,5,8.67,348.49,59.13
2025-05-24,Cake,desserts,48.4,35.71,12.74,Saturday,1,rainy,10.8,none,204,5,7.6,368.08,96.87
2025-05-24,French Fries,sides,42.51,35.23,7.81,Saturday,1,rainy,10.8,none,204,5,12.71,540.26,99.27
2025-05-24,Garlic Bread,sides,60.01,40.58,20.25,Saturday,1,rainy,10.8,none,204,5,13.84,830.44,280.31
2025-05-24,Corn Soup,soups,26.18,18.49,6.98,Saturday,1,rainy,10.8,none,204,5,13.62,356.58,95.13
2025-05-24,Burger,mains,79.11,57.6,19.54,Saturday,1,rainy,10.8,none,204,5,13.55,1071.91,264.74
2025-05-24,Fish,mains,94.41,73.24,22.18,Saturday,1,rainy,10.8,none,204,5,13.25,1250.8,293.89
2025-05-24,Salad,salads,28.33,23.74,4.42,Saturday,1,rainy,10.8,none,204,5,9.44,267.56,41.75
2025-05-24,Ice Cream,desserts,34.46,28.81,5.41,Saturday,1,rainy,10.8,none,204,5,13.3,458.41,72.01
2025-05-24,Onion Rings,sides,54.87,45.08,9.07,Saturday,1,rainy,10.8,none,204,5,13.05,716.04,118.35
2025-05-24,Tomato Soup,soups,16.63,12.78,4.14,Saturday,1,rainy,10.8,none,204,5,6.84,113.72,28.31
2025-05-25,Grilled Chicken,mains,46.54,34.01,11.98,Sunday,1,rainy,25.2,none,112,5,11.37,529.24,136.23
2025-05-25,Paneer,mains,44.07,28.86,16.64,Sunday,1,rainy,25.2,none,112,5,3.17,139.8,52.79
2025-05-25,Pasta ,mains,39.97,31.91,7.46,Sunday,1,rainy,25.2,none,112,5,7.23,289.06,53.94
2025-05-25,Margherita Pizza,mains,57.89,41.27,16.97,Sunday,1,rainy,25.2,none,112,5,9.4,544.22,159.51
2025-05-25,Chocolate Cake,desserts,22.31,17.37,4.74,Sunday,1,rainy,25.2,none,112,5,4.99,111.22,23.65
2025-05-25,Cake,desserts,26.75,19.37,6.66,Sunday,1,rainy,25.2,none,112,5,6.34,169.61,42.22
2025-05-25,French Fries,sides,19.77,15.01,4.38,Sunday,1,rainy,25.2,none,112,5,9.99,197.52,43.75
2025-05-25,Garlic Bread,sides,22.87,17.0,5.33,Sunday,1,rainy,25.2,none,112,5,4.78,109.28,25.45
2025-05-25,Corn Soup,soups,11.39,9.41,2.07,Sunday,1,rainy,25.2,none,112,5,9.74,110.92,20.14
2025-05-25,Burger,mains,34.28,28.78,5.09,Sunday,1,rainy,25.2,none,112,5,13.88,475.92,70.67
2025-05-25,Fish,mains,37.95,27.99,9.07,Sunday,1,rainy,25.2,none,112,5,8.37,317.79,75.98
2025-05-25,Salad,salads,18.12,12.74,5.71,Sunday,1,rainy,25.2,none,112,5,12.8,231.83,73.12
2025-05-25,Ice Cream,desserts,19.1,13.09,5.48,Sunday,1,rainy,25.2,none,112,5,6.07,115.87,33.25
2025-05-25,Onion Rings,sides,22.93,15.33,6.95,Sunday,1,rainy,25.2,none,112,5,14.57,334.1,101.2
2025-05-25,Tomato Soup,soups,11.14,7.82,3.62,Sunday,1,rainy,25.2,none,112,5,14.14,157.53,51.21
2025-05-26,Grilled Chicken,mains,51.12,38.99,11.05,Monday,0,cloudy,19.2,none,182,5,3.48,178.03,38.48
2025-05-26,Paneer,mains,80.99,60.08,22.01,Monday,0,cloudy,19.2,none,182,5,8.51,689.16,187.26
2025-05-26,Pasta ,mains,83.22,61.78,19.75,Monday,0,cloudy,19.2,none,182,5,7.86,654.22,155.26
2025-05-26,Margherita Pizza,mains,71.53,55.76,16.81,Monday,0,cloudy,19.2,none,182,5,9.89,707.28,166.23
2025-05-26,Chocolate Cake,desserts,45.26,29.69,14.27,Monday,0,cloudy,19.2,none,182,5,6.09,275.68,86.93
2025-05-26,Cake,desserts,38.5,29.62,8.44,Monday,0,cloudy,19.2,none,182,5,7.33,282.24,61.88
2025-05-26,French Fries,sides,32.79,26.42,6.44,Monday,0,cloudy,19.2,none,182,5,5.96,195.52,38.43
2025-05-26,Garlic Bread,sides,56.11,43.11,13.29,Monday,0,cloudy,19.2,none,182,5,8.22,461.16,109.27
2025-05-26,Corn Soup,soups,22.6,14.9,7.54,Monday,0,cloudy,19.2,none,182,5,7.58,171.4,57.18
2025-05-26,Burger,mains,76.7,63.67,14.03,Monday,0,cloudy,19.2,none,182,5,11.24,861.78,157.63
2025-05-26,Fish,mains,51.46,37.59,14.91,Monday,0,cloudy,19.2,none,182,5,12.05,620.24,179.67
2025-05-26,Salad,salads,30.78,24.44,5.76,Monday,0,cloudy,19.2,none,182,5,5.11,157.21,29.42
2025-05-26,Ice Cream,desserts,30.58,25.05,5.1,Monday,0,cloudy,19.2,none,182,5,8.58,262.38,43.78
2025-05-26,Onion Rings,sides,42.07,35.39,7.11,Monday,0,cloudy,19.2,none,182,5,3.71,156.24,26.42
2025-05-26,Tomato Soup,soups,21.29,17.85,3.76,Monday,0,cloudy,19.2,none,182,5,10.31,219.43,38.8
2025-05-27,Grilled Chicken,mains,143.71,105.91,41.28,Tuesday,0,cloudy,22.1,birthday,279,5,6.45,926.45,266.11
2025-05-27,Paneer,mains,127.66,88.08,40.42,Tuesday,0,cloudy,22.1,birthday,279,5,8.77,1119.48,354.44
2025-05-27,Pasta ,mains,90.94,71.86,20.74,Tuesday,0,cloudy,22.1,birthday,279,5,11.53,1048.9,239.27
2025-05-27,Margherita Pizza,mains,135.77,109.48,27.88,Tuesday,0,cloudy,22.1,birthday,279,5,8.36,1135.66,233.24
2025-05-27,Chocolate Cake,desserts,55.57,36.92,16.79,Tuesday,0,cloudy,22.1,birthday,279,5,9.44,524.31,158.44
2025-05-27,Cake,desserts,64.31,47.55,15.22,Tuesday,0,cloudy,22.1,birthday,279,5,3.19,204.99,48.51
2025-05-27,French Fries,sides,51.83,43.32,7.93,Tuesday,0,cloudy,22.1,birthday,279,5,3.41,176.89,27.05
2025-05-27,Garlic Bread,sides,61.25,45.22,17.1,Tuesday,0,cloudy,22.1,birthday,279,5,4.64,283.9,79.25
2025-05-27,Corn Soup,soups,31.82,24.78,6.95,Tuesday,0,cloudy,22.1,birthday,279,5,4.03,128.28,28.0
2025-05-27,Burger,mains,80.69,52.65,26.99,Tuesday,0,cloudy,22.1,birthday,279,5,8.46,682.63,228.33
2025-05-27,Fish,mains,107.8,72.75,34.41,Tuesday,0,cloudy,22.1,birthday,279,5,4.04,435.08,138.86
2025-05-27,Salad,salads,31.93,21.29,9.81,Tuesday,0,cloudy,22.1,birthday,279,5,10.94,349.52,107.34
2025-05-27,Ice Cream,desserts,71.73,49.21,24.59,Tuesday,0,cloudy,22.1,birthday,279,5,7.18,515.04,176.56
2025-05-27,Onion Rings,sides,59.04,40.75,17.05,Tuesday,0,cloudy,22.1,birthday,279,5,5.11,301.71,87.15
2025-05-27,Tomato Soup,soups,32.84,24.96,7.72,Tuesday,0,cloudy,22.1,birthday,279,5,12.83,421.43,99.03
2025-05-28,Grilled Chicken,mains,46.63,35.33,10.8,Wednesday,0,sunny,21.0,none,109,5,3.43,159.76,36.99
2025-05-28,Paneer,mains,31.04,20.67,11.1,Wednesday,0,sunny,21.0,none,109,5,10.32,320.34,114.57
2025-05-28,Pasta ,mains,46.72,35.81,11.33,Wednesday,0,sunny,21.0,none,109,5,14.62,683.24,165.68
2025-05-28,Margherita Pizza,mains,49.59,38.97,11.29,Wednesday,0,sunny,21.0,none,109,5,11.26,558.28,127.06
2025-05-28,Chocolate Cake,desserts,20.08,16.1,4.35,Wednesday,0,sunny,21.0,none,109,5,12.53,251.7,54.51
2025-05-28,Cake,desserts,17.05,12.38,4.45,Wednesday,0,sunny,21.0,none,109,5,5.75,97.97,25.57
2025-05-28,French Fries,sides,27.63,18.09,9.76,Wednesday,0,sunny,21.0,none,109,5,5.2,143.8,50.77
2025-05-28,Garlic Bread,sides,30.65,20.31,9.76,Wednesday,0,sunny,21.0,none,109,5,7.09,217.45,69.27
2025-05-28,Corn Soup,soups,7.69,6.35,1.27,Wednesday,0,sunny,21.0,none,109,5,5.28,40.55,6.7
2025-05-28,Burger,mains,55.02,42.08,12.23,Wednesday,0,sunny,21.0,none,109,5,10.27,564.84,125.52
2025-05-28,Fish,mains,37.86,32.1,6.28,Wednesday,0,sunny,21.0,none,109,5,10.29,389.52,64.58
2025-05-28,Salad,salads,18.66,16.57,2.26,Wednesday,0,sunny,21.0,none,109,5,8.0,149.25,18.08
2025-05-28,Ice Cream,desserts,22.19,18.4,4.05,Wednesday,0,sunny,21.0,none,109,5,14.43,320.32,58.41
2025-05-28,Onion Rings,sides,22.05,17.32,5.11,Wednesday,0,sunny,21.0,none,109,5,9.77,215.53,49.93
2025-05-28,Tomato Soup,soups,12.05,9.35,2.76,Wednesday,0,sunny,21.0,none,109,5,10.87,130.92,29.95
2025-05-29,Grilled Chicken,mains,32.16,24.89,7.27,Thursday,0,rainy,-5.5,none,97,5,14.01,450.48,101.87
2025-05-29,Paneer,mains,33.4,22.4,11.78,Thursday,0,rainy,-5.5,none,97,5,4.3,143.69,50.67
2025-05-29,Pasta ,mains,29.24,22.26,6.49,Thursday,0,rainy,-5.5,none,97,5,13.47,393.79,87.33
2025-05-29,Margherita Pizza,mains,45.59,30.36,13.72,Thursday,0,rainy,-5.5,none,97,5,5.0,227.87,68.56
2025-05-29,Chocolate Cake,desserts,19.13,12.71,5.82,Thursday,0,rainy,-5.5,none,97,5,7.15,136.71,41.59
2025-05-29,Cake,desserts,22.41,18.07,4.08,Thursday,0,rainy,-5.5,none,97,5,14.41,322.89,58.76
2025-05-29,French Fries,sides,23.54,18.69,4.61,Thursday,0,rainy,-5.5,none,97,5,3.83,90.18,17.65
2025-05-29,Garlic Bread,sides,24.66,16.03,9.24,Thursday,0,rainy,-5.5,none,97,5,8.68,214.08,80.23
2025-05-29,Corn Soup,soups,6.8,5.27,1.5,Thursday,0,rainy,-5.5,none,97,5,11.04,75.06,16.54
2025-05-29,Burger,mains,41.63,34.23,6.94,Thursday,0,rainy,-5.5,none,97,5,7.88,327.99,54.7
2025-05-29,Fish,mains,39.34,27.74,12.7,Thursday,0,rainy,-5.5,none,97,5,4.71,185.39,59.86
2025-05-29,Salad,salads,17.65,12.13,5.61,Thursday,0,rainy,-5.5,none,97,5,4.36,76.89,24.43
2025-05-29,Ice Cream,desserts,24.3,16.21,7.57,Thursday,0,rainy,-5.5,none,97,5,13.46,327.09,101.93
2025-05-29,Onion Rings,sides,24.47,20.77,3.87,Thursday,0,rainy,-5.5,none,97,5,3.91,95.64,15.12
2025-05-29,Tomato Soup,soups,10.27,7.97,2.51,Thursday,0,rainy,-5.5,none,97,5,13.34,137.02,33.51
2025-05-30,Grilled Chicken,mains,28.99,22.53,7.06,Friday,0,stormy,7.0,none,77,5,10.66,309.1,75.31
2025-05-30,Paneer,mains,34.27,26.65,7.46,Friday,0,stormy,7.0,none,77,5,3.34,114.53,24.93
2025-05-30,Pasta ,mains,31.59,23.17,7.59,Friday,0,stormy,7.0,none,77,5,10.74,339.28,81.47
2025-05-30,Margherita Pizza,mains,31.06,22.02,8.5,Friday,0,stormy,7.0,none,77,5,12.07,375.06,102.64
2025-05-30,Chocolate Cake,desserts,19.16,15.13,4.37,Friday,0,stormy,7.0,none,77,5,13.86,265.66,60.65
2025-05-30,Cake,desserts,13.3,10.23,3.19,Friday,0,stormy,7.0,none,77,5,11.47,152.58,36.55
2025-05-30,French Fries,sides,24.68,16.09,8.77,Friday,0,stormy,7.0,none,77,5,14.99,369.95,131.5
2025-05-30,Garlic Bread,sides,15.07,12.13,2.89,Friday,0,stormy,7.0,none,77,5,12.42,187.11,35.95
2025-05-30,Corn Soup,soups,9.41,8.73,0.71,Friday,0,stormy,7.0,none,77,5,6.51,61.28,4.64
2025-05-30,Burger,mains,22.65,16.61,5.5,Friday,0,stormy,7.0,none,77,5,13.25,300.11,72.89
2025-05-30,Fish,mains,32.84,26.06,7.43,Friday,0,stormy,7.0,none,77,5,5.87,192.66,43.56
2025-05-30,Salad,salads,14.37,9.86,4.09,Friday,0,stormy,7.0,none,77,5,14.04,201.74,57.41
2025-05-30,Ice Cream,desserts,14.25,9.91,4.32,Friday,0,stormy,7.0,none,77,5,8.71,124.15,37.61
2025-05-30,Onion Rings,sides,24.22,17.44,7.19,Friday,0,stormy,7.0,none,77,5,8.81,213.47,63.4
2025-05-30,Tomato Soup,soups,6.8,6.29,0.55,Friday,0,stormy,7.0,none,77,5,11.3,76.86,6.18
2025-05-31,Grilled Chicken,mains,120.24,94.28,25.22,Saturday,1,sunny,6.6,none,246,5,7.87,946.06,198.41
2025-05-31,Paneer,mains,116.45,92.27,24.33,Saturday,1,sunny,6.6,none,246,5,13.85,1613.05,336.99
2025-05-31,Pasta ,mains,100.93,84.03,18.08,Saturday,1,sunny,6.6,none,246,5,9.24,933.04,167.15
2025-05-31,Margherita Pizza,mains,80.32,66.83,12.44,Saturday,1,sunny,6.6,none,246,5,4.99,401.17,62.12
2025-05-31,Chocolate Cake,desserts,58.55,43.99,15.11,Saturday,1,sunny,6.6,none,246,5,8.56,501.13,129.37
2025-05-31,Cake,desserts,62.36,41.42,22.29,Saturday,1,sunny,6.6,none,246,5,7.67,478.31,170.95
2025-05-31,French Fries,sides,56.05,39.83,16.28,Saturday,1,sunny,6.6,none,246,5,5.52,309.22,89.8
2025-05-31,Garlic Bread,sides,51.29,36.16,14.63,Saturday,1,sunny,6.6,none,246,5,13.07,670.24,191.21
2025-05-31,Corn Soup,soups,19.28,13.21,6.32,Saturday,1,sunny,6.6,none,246,5,3.51,67.61,22.15
2025-05-31,Burger,mains,110.38,89.99,20.42,Saturday,1,sunny,6.6,none,246,5,8.55,943.55,174.57
2025-05-31,Fish,mains,124.52,85.29,38.44,Saturday,1,sunny,6.6,none,246,5,12.98,1616.55,499.0
2025-05-31,Salad,salads,39.81,32.71,7.28,Saturday,1,sunny,6.6,none,246,5,5.2,207.09,37.89
2025-05-31,Ice Cream,desserts,48.23,38.53,8.86,Saturday,1,sunny,6.6,none,246,5,14.04,676.97,124.41
2025-05-31,Onion Rings,sides,53.98,39.42,15.82,Saturday,1,sunny,6.6,none,246,5,9.52,514.01,150.63
2025-05-31,Tomato Soup,soups,23.83,18.78,4.74,Saturday,1,sunny,6.6,none,246,5,8.54,203.51,40.43
2025-06-01,Grilled Chicken,mains,112.35,80.88,33.23,Sunday,1,sunny,21.1,none,242,6,5.85,657.11,194.33
2025-06-01,Paneer,mains,115.96,90.48,24.44,Sunday,1,sunny,21.1,none,242,6,4.77,552.79,116.5
2025-06-01,Pasta ,mains,94.2,63.58,31.9,Sunday,1,sunny,21.1,none,242,6,8.54,804.9,272.59
2025-06-01,Margherita Pizza,mains,67.77,50.29,17.45,Sunday,1,sunny,21.1,none,242,6,12.1,820.14,211.15
2025-06-01,Chocolate Cake,desserts,51.46,42.95,7.9,Sunday,1,sunny,21.1,none,242,6,7.53,387.66,59.53
2025-06-01,Cake,desserts,52.17,36.56,16.45,Sunday,1,sunny,21.1,none,242,6,12.19,635.87,200.52
2025-06-01,French Fries,sides,75.31,55.76,18.19,Sunday,1,sunny,21.1,none,242,6,14.42,1085.72,262.2
2025-06-01,Garlic Bread,sides,72.14,50.34,21.07,Sunday,1,sunny,21.1,none,242,6,3.83,276.62,80.78
2025-06-01,Corn Soup,soups,29.74,22.46,7.15,Sunday,1,sunny,21.1,none,242,6,7.36,218.71,52.59
2025-06-01,Burger,mains,72.81,56.91,15.71,Sunday,1,sunny,21.1,none,242,6,8.65,630.05,135.98
2025-06-01,Fish,mains,113.69,88.56,23.24,Sunday,1,sunny,21.1,none,242,6,10.19,1159.04,236.95
2025-06-01,Salad,salads,46.92,39.58,7.41,Sunday,1,sunny,21.1,none,242,6,4.26,200.0,31.6
2025-06-01,Ice Cream,desserts,51.33,42.52,9.49,Sunday,1,sunny,21.1,none,242,6,9.24,474.12,87.62
2025-06-01,Onion Rings,sides,68.57,55.78,11.86,Sunday,1,sunny,21.1,none,242,6,3.16,216.56,37.46
2025-06-01,Tomato Soup,soups,30.76,21.46,9.62,Sunday,1,sunny,21.1,none,242,6,9.36,287.95,90.04
2025-06-02,Grilled Chicken,mains,42.9,32.61,10.24,Monday,0,stormy,25.7,none,85,6,12.97,556.48,132.81
2025-06-02,Paneer,mains,31.95,26.04,6.18,Monday,0,stormy,25.7,none,85,6,7.24,231.35,44.79
2025-06-02,Pasta ,mains,33.51,23.98,8.77,Monday,0,stormy,25.7,none,85,6,12.78,428.1,112.0
2025-06-02,Margherita Pizza,mains,41.46,31.09,9.55,Monday,0,stormy,25.7,none,85,6,5.56,230.72,53.12
2025-06-02,Chocolate Cake,desserts,21.37,16.66,4.72,Monday,0,stormy,25.7,none,85,6,5.48,117.12,25.9
2025-06-02,Cake,desserts,12.52,9.66,2.92,Monday,0,stormy,25.7,none,85,6,4.71,58.94,13.77
2025-06-02,French Fries,sides,18.37,15.58,2.62,Monday,0,stormy,25.7,none,85,6,11.06,203.23,29.01
2025-06-02,Garlic Bread,sides,20.62,13.68,7.42,Monday,0,stormy,25.7,none,85,6,10.6,218.49,78.61
2025-06-02,Corn Soup,soups,10.9,9.49,1.38,Monday,0,stormy,25.7,none,85,6,9.99,108.88,13.79
2025-06-02,Burger,mains,34.76,27.6,7.27,Monday,0,stormy,25.7,none,85,6,9.18,319.12,66.75
2025-06-02,Fish,mains,42.44,28.8,12.94,Monday,0,stormy,25.7,none,85,6,6.69,283.96,86.6
2025-06-02,Salad,salads,14.06,10.91,3.37,Monday,0,stormy,25.7,none,85,6,12.54,176.32,42.29
2025-06-02,Ice Cream,desserts,20.29,13.71,6.2,Monday,0,stormy,25.7,none,85,6,8.07,163.76,50.02
2025-06-02,Onion Rings,sides,24.23,17.81,6.64,Monday,0,stormy,25.7,none,85,6,13.61,329.86,90.39
2025-06-02,Tomato Soup,soups,8.46,7.93,0.52,Monday,0,stormy,25.7,none,85,6,11.76,99.56,6.13
2025-06-03,Grilled Chicken,mains,45.94,38.77,6.85,Tuesday,0,cloudy,6.2,none,148,6,4.43,203.4,30.33
2025-06-03,Paneer,mains,73.65,50.07,23.23,Tuesday,0,cloudy,6.2,none,148,6,3.01,221.95,70.0
2025-06-03,Pasta ,mains,44.87,32.69,13.25,Tuesday,0,cloudy,6.2,none,148,6,5.78,259.2,76.57
2025-06-03,Margherita Pizza,mains,75.78,52.56,22.44,Tuesday,0,cloudy,6.2,none,148,6,13.07,990.78,293.44
2025-06-03,Chocolate Cake,desserts,32.32,25.51,6.62,Tuesday,0,cloudy,6.2,none,148,6,7.67,247.98,50.76
2025-06-03,Cake,desserts,36.0,26.71,9.25,Tuesday,0,cloudy,6.2,none,148,6,8.63,310.51,79.77
2025-06-03,French Fries,sides,43.75,34.39,10.01,Tuesday,0,cloudy,6.2,none,148,6,4.25,186.09,42.58
2025-06-03,Garlic Bread,sides,33.75,25.86,7.45,Tuesday,0,cloudy,6.2,none,148,6,7.2,243.12,53.65
2025-06-03,Corn Soup,soups,16.18,13.62,2.74,Tuesday,0,cloudy,6.2,none,148,6,7.96,128.82,21.81
2025-06-03,Burger,mains,62.43,49.62,12.85,Tuesday,0,cloudy,6.2,none,148,6,14.75,920.57,189.47
2025-06-03,Fish,mains,50.56,41.23,9.42,Tuesday,0,cloudy,6.2,none,148,6,9.9,500.51,93.26
2025-06-03,Salad,salads,24.97,17.2,7.05,Tuesday,0,cloudy,6.2,none,148,6,9.75,243.5,68.79
2025-06-03,Ice Cream,desserts,20.99,15.28,5.52,Tuesday,0,cloudy,6.2,none,148,6,8.46,177.44,46.67
2025-06-03,Onion Rings,sides,30.28,21.89,8.34,Tuesday,0,cloudy,6.2,none,148,6,5.98,181.03,49.84
2025-06-03,Tomato Soup,soups,16.29,12.06,4.18,Tuesday,0,cloudy,6.2,none,148,6,9.85,160.44,41.17
2025-06-04,Grilled Chicken,mains,78.62,65.41,13.31,Wednesday,0,cloudy,16.2,none,170,6,14.68,1153.72,195.26
2025-06-04,Paneer,mains,68.75,45.44,23.27,Wednesday,0,cloudy,16.2,none,170,6,8.66,595.13,201.4
2025-06-04,Pasta ,mains,84.39,55.97,31.1,Wednesday,0,cloudy,16.2,none,170,6,13.55,1143.79,421.52
2025-06-04,Margherita Pizza,mains,60.26,39.92,20.12,Wednesday,0,cloudy,16.2,none,170,6,10.32,621.94,207.68
2025-06-04,Chocolate Cake,desserts,39.03,26.16,12.02,Wednesday,0,cloudy,16.2,none,170,6,8.25,322.14,99.2
2025-06-04,Cake,desserts,35.85,27.55,7.75,Wednesday,0,cloudy,16.2,none,170,6,11.9,426.74,92.26
2025-06-04,French Fries,sides,41.57,28.28,12.26,Wednesday,0,cloudy,16.2,none,170,6,12.94,537.87,158.67
2025-06-04,Garlic Bread,sides,39.98,30.39,8.86,Wednesday,0,cloudy,16.2,none,170,6,13.05,521.64,115.66
2025-06-04,Corn Soup,soups,21.13,14.95,5.63,Wednesday,0,cloudy,16.2,none,170,6,6.94,146.56,39.07
2025-06-04,Burger,mains,56.8,41.87,14.5,Wednesday,0,cloudy,16.2,none,170,6,14.16,804.54,205.34
2025-06-04,Fish,mains,80.61,61.67,19.22,Wednesday,0,cloudy,16.2,none,170,6,5.24,422.19,100.67
2025-06-04,Salad,salads,20.58,16.45,3.72,Wednesday,0,cloudy,16.2,none,170,6,14.98,308.26,55.79
